flight_id,flight,callsign,squawk,clicks,from_iata,from_city,to_iata,to_city,model,type
35535249,Q2443,CTM1018,,1453,DXB,London,SVO,Moscow,B738,Northrop Grumman RQ-4B Global Hawk
3552e106,SU2139,RSD974,,33,BKK,Moscow,,Male,B738,Boeing 737-8GP
3552e106,EK21,CTM1018,,69,LHR,Manila,MLE,Male,B738,Airbus A330-243
355288a8,QF6036,FORTE11,,457,LHR,London,MAN,Manchester,B738,Northrop Grumman RQ-4B Global Hawk
3553cbd8,QF6036,LNI126,,215,BKK,London,TJQ,Manchester,B738,Boeing 737-8GP
3553b89d,Q2443,RSD974,,-506,CGK,Istanbul,SVO,,B738,Boeing 737-8LJ
3552e106,JT126,DQA443,,318,IST,Moscow,,Moscow,A388,Northrop Grumman RQ-4B Global Hawk
3553b89d,RSD974,FORTE11,,-285,DXB,Jakarta,,,B77W,ATR 72-600
3552e106,SU2139,LNI126,,686,NOU,Bangkok,SVO,,B738,ATR 72-600
3553a103,Q2443,UAE1KM,,105,VKO,Istanbul,MAN,Singapore,A332,Airbus A330-243
3553bd93,PG711,BKP711,,271,HDK,London,,Male,AT76,Boeing 777-312(ER)
354fc50c,QF6036,SIA321,,-265,MNL,Istanbul,,Singapore,A388,ATR 72-600
3553a103,RSD974,UAE1KM,,1162,MNL,Bangkok,TJQ,Male,AT76,Boeing 737-8GP
354fc50c,,SIA321,,760,BKK,Bangkok,MAN,Male,B77W,Airbus A380-842
355288a8,QF6036,FORTE11,,-176,LHR,Manila,MLE,Tanjung Pandan,Q4,Boeing 777-312(ER)
355288a8,SU2139,QFA6036,,439,NOU,Kulhudhuffushi,TJQ,Male,B738,Airbus A380-842
3552e106,,DQA443,,-304,,Istanbul,MLE,Sydney,B738,Boeing 737-8GP
354fc50c,EK21,UAE1KM,,-107,IST,Istanbul,MAN,Manchester,B738,Airbus A319-132
3553b89d,EK21,LNI126,,410,IST,Manila,MAN,Moscow,B77W,Boeing 737-8LJ
3553a103,,UAE1KM,,451,LHR,Dubai,SYD,,A388,Boeing 777-312(ER)
3552d5b4,CTM1018,BKP711,,-33,CGK,Jakarta,,Male,B738,Airbus A330-203
3553cbd8,Q2443,AFL2139,,1573,LHR,Moscow,,Manchester,A388,Northrop Grumman RQ-4B Global Hawk
3552e106,JT126,RSD974,,-68,DXB,Kulhudhuffushi,SYD,Male,B738,Northrop Grumman RQ-4B Global Hawk
355288a8,Q2443,BKP711,,-459,LHR,Jakarta,SYD,Manchester,B738,Boeing 737-8LJ
3552e106,QF6036,LNI126,,-39,CGK,Dubai,SYD,,A332,Boeing 777-312(ER)
3553a103,SU2139,LNI126,,1653,HDK,Kulhudhuffushi,,Moscow,B738,Northrop Grumman RQ-4B Global Hawk
3553b89d,SU2139,AFL2139,,-221,LHR,London,SIN,Male,B77W,Airbus A330-243
3553cbd8,,BKP711,,506,MNL,Manila,TJQ,Singapore,A332,Airbus A330-203
3552e106,QF6036,BKP711,,-24,HDK,,,,T214,Airbus A380-842
3553b89d,Q2443,LNI126,,118,DXB,Istanbul,,Moscow,A332,Boeing 777-312(ER)
3553b859,EK21,RSD974,,209,IST,Kulhudhuffushi,TJQ,Male,T214,Boeing 777-312(ER)
3553cbd8,SQ321,AFL2139,,-180,BKK,Dubai,MLE,,B738,Airbus A330-203
3553a103,,DQA443,,-688,BKK,Manila,,,B738,Airbus A380-842
3553bd93,Q2443,SIA321,,-127,IST,Jakarta,SYD,Manchester,B738,Airbus A330-203
35535249,SU2139,RSD974,,779,VKO,Kulhudhuffushi,MAN,Male,B77W,Tupolev Tu-214PU
354fc50c,EK21,LNI126,,-212,VKO,Jakarta,SYD,Moscow,A332,Tupolev Tu-214PU
35535249,PG711,LNI126,,-375,,Noumea,,,Q4,Northrop Grumman RQ-4B Global Hawk
3552e106,SU2139,LNI126,,-309,DXB,Istanbul,SIN,,B738,Boeing 737-8LJ
3553cbd8,SU2139,DQA443,,-624,IST,London,MLE,Male,B738,Tupolev Tu-214PU
3553cbd8,,AFL2139,,707,HDK,Manila,,Singapore,A388,Boeing 777-312(ER)
3552e106,RSD974,DQA443,,240,DXB,Manila,SVO,,B738,ATR 72-600
3552e106,,CTM1018,,9,CGK,Dubai,MLE,Male,B77W,Boeing 737-8LJ
3553bd93,,BKP711,,-378,VKO,Manila,,Manchester,A332,Boeing 737-8LJ
3552e106,EK21,BKP711,,-667,MNL,Manila,SIN,Moscow,B77W,ATR 72-600
3553b89d,SU2139,RSD974,,-66,CGK,London,MAN,Moscow,Q4,Boeing 777-312(ER)
3553a103,EK21,DQA443,,407,BKK,Kulhudhuffushi,MLE,Tanjung Pandan,A319,Boeing 737-8LJ
355288a8,CTM1018,SIA321,,-246,NOU,Dubai,TJQ,,B738,Airbus A319-132
3553cbd8,SQ321,DQA443,,-253,LHR,London,,Tanjung Pandan,B738,Boeing 777-312(ER)
3553a103,RSD974,QFA6036,,-51,DXB,Manila,,Manchester,B738,Airbus A319-132
355288a8,PG711,FORTE11,,-137,IST,Moscow,,Sydney,B77W,Boeing 737-8GP
3553cbd8,QF6036,FORTE11,,-48,NOU,Istanbul,SVO,Moscow,T214,Airbus A330-243
3552d5b4,EK21,CTM1018,,-172,LHR,,,Singapore,AT76,Boeing 777-312(ER)
3552d5b4,RSD974,FORTE11,,455,NOU,Manila,,Sydney,A332,Boeing 777-312(ER)
3553b859,SQ321,RSD974,,-387,,Manila,TJQ,,A332,Tupolev Tu-214PU
355288a8,JT126,BKP711,,-205,CGK,Jakarta,,,B77W,Northrop Grumman RQ-4B Global Hawk
3552d5b4,EK21,SIA321,,-545,CGK,Bangkok,SIN,Male,A332,Airbus A330-243
3553b89d,SU2139,RSD974,,255,LHR,London,,Tanjung Pandan,B738,Boeing 737-8GP
355288a8,EK21,RSD974,,-200,HDK,Noumea,SIN,,B738,Airbus A380-842
355288a8,,BKP711,,468,CGK,Bangkok,SIN,Male,A319,Airbus A330-203
3553a103,Q2443,DQA443,,-292,CGK,Bangkok,SVO,,Q4,Airbus A330-203
3553b859,SU2139,LNI126,,-287,HDK,London,,,B738,Boeing 737-8LJ
35535249,PG711,CTM1018,,-7,BKK,Manila,,,B738,Airbus A380-842
35535249,EK21,BKP711,,913,HDK,Moscow,SIN,,B738,Airbus A330-203
3552d5b4,PG711,SIA321,,-228,HDK,Moscow,,Singapore,B738,Airbus A380-842
3553b89d,EK21,UAE1KM,,-483,IST,London,SVO,Tanjung Pandan,A332,Boeing 777-312(ER)
35535249,EK21,SIA321,,-181,IST,Noumea,,Male,B738,ATR 72-600
3553a103,JT126,BKP711,,-13,,,,Tanjung Pandan,A332,ATR 72-600
3553b859,PG711,AFL2139,,-100,LHR,Moscow,SYD,,A332,Tupolev Tu-214PU
3553bd93,EK21,UAE1KM,,-293,IST,Istanbul,SIN,Sydney,B77W,Airbus A319-132
3553b89d,QF6036,BKP711,,-516,VKO,Manila,,,A319,ATR 72-600
354fc50c,QF6036,SIA321,,412,,Noumea,,Male,B77W,Airbus A330-243
355288a8,RSD974,AFL2139,,-572,MNL,,TJQ,,A332,Boeing 777-312(ER)
3553cbd8,QF6036,FORTE11,,-130,HDK,Jakarta,MLE,Singapore,A332,Airbus A319-132
354fc50c,EK21,DQA443,,-273,NOU,Dubai,MLE,Male,B738,Airbus A319-132
3553bd93,SQ321,AFL2139,,-236,CGK,Kulhudhuffushi,SVO,Male,A319,Tupolev Tu-214PU
3553a103,QF6036,DQA443,,433,NOU,London,TJQ,Male,Q4,Tupolev Tu-214PU
3553b859,CTM1018,SIA321,,-176,MNL,Istanbul,MLE,,A319,Boeing 737-8GP
3553b859,EK21,CTM1018,,264,HDK,Noumea,MLE,Sydney,AT76,Boeing 737-8LJ
3553cbd8,JT126,LNI126,,119,DXB,London,TJQ,Male,B77W,Airbus A330-243
355288a8,,AFL2139,,-312,MNL,Dubai,SVO,Manchester,B738,Boeing 737-8LJ
354fc50c,SU2139,LNI126,,-25,NOU,Manila,SYD,,A388,Boeing 777-312(ER)
3553cbd8,SU2139,UAE1KM,,-74,BKK,Jakarta,SVO,Manchester,A388,Airbus A319-132
3553b89d,QF6036,AFL2139,,139,DXB,London,,,T214,Airbus A330-203
35535249,CTM1018,RSD974,,-150,,Kulhudhuffushi,SVO,Male,B77W,Airbus A380-842
35535249,Q2443,UAE1KM,,-624,MNL,Kulhudhuffushi,MLE,Male,B738,Airbus A330-243
3552e106,PG711,RSD974,,-366,LHR,Jakarta,,Male,B738,Airbus A380-842
3553cbd8,SQ321,AFL2139,,-413,HDK,,SYD,,B77W,Boeing 777-312(ER)
355288a8,,UAE1KM,,-54,,Manila,,Moscow,Q4,Boeing 737-8GP
3553a103,EK21,DQA443,,-138,HDK,Noumea,SIN,,T214,Airbus A330-243
354fc50c,EK21,DQA443,,57,LHR,Manila,SVO,,T214,Boeing 777-312(ER)
354fc50c,EK21,UAE1KM,,-380,NOU,Istanbul,TJQ,Male,B738,Boeing 737-8GP
3553cbd8,RSD974,BKP711,,74,LHR,Manila,,Male,Q4,Airbus A319-132
3553a103,JT126,DQA443,,-151,IST,Jakarta,TJQ,,B738,Airbus A330-203
354fc50c,RSD974,AFL2139,,-8,DXB,Istanbul,MAN,Male,A332,Airbus A380-842
3552e106,RSD974,LNI126,,264,IST,Bangkok,MLE,Singapore,B738,ATR 72-600
3553bd93,SU2139,CTM1018,,-478,NOU,Jakarta,SYD,,A319,Boeing 737-8LJ
3553b89d,Q2443,AFL2139,,-118,VKO,Noumea,MAN,Moscow,A319,Airbus A330-243
3552e106,EK21,FORTE11,,-166,LHR,Dubai,SIN,,B77W,Airbus A380-842
3552d5b4,PG711,DQA443,,19,VKO,Bangkok,MLE,Manchester,T214,Boeing 777-312(ER)
3552e106,Q2443,RSD974,,42,BKK,Istanbul,MAN,Male,B738,Airbus A330-243
354fc50c,,AFL2139,,-195,IST,Moscow,,Tanjung Pandan,A319,Airbus A330-243
355288a8,SQ321,FORTE11,,-111,HDK,Noumea,,,A319,Boeing 737-8GP
3553bd93,SU2139,BKP711,,-413,DXB,Manila,,Sydney,B77W,Airbus A380-842
3553cbd8,CTM1018,AFL2139,,-185,HDK,Moscow,SYD,Moscow,B738,Tupolev Tu-214PU
3553b89d,SQ321,DQA443,,-314,LHR,Noumea,MAN,,B77W,Tupolev Tu-214PU
3553b89d,EK21,RSD974,,-372,DXB,,,Moscow,A332,Airbus A319-132
3553b89d,EK21,CTM1018,,211,BKK,,MLE,Male,A332,Airbus A319-132
354fc50c,,FORTE11,,-491,BKK,Bangkok,,Male,B77W,Boeing 737-8LJ
3553b89d,RSD974,AFL2139,,-185,LHR,Istanbul,SIN,Manchester,A319,Boeing 737-8LJ
3553a103,QF6036,LNI126,,-340,NOU,Bangkok,SVO,Singapore,B738,Airbus A319-132
3553b859,RSD974,BKP711,,48,,Bangkok,MLE,,AT76,ATR 72-600
3553bd93,CTM1018,AFL2139,,-238,LHR,Jakarta,MAN,,AT76,Airbus A330-203
3553b859,PG711,SIA321,,-586,IST,,SVO,Male,B738,Airbus A330-243
3553b859,,QFA6036,,-351,DXB,,,Male,A332,Boeing 737-8GP
3553cbd8,CTM1018,DQA443,,-18,LHR,Noumea,SIN,,A332,Boeing 777-312(ER)
3553b89d,SU2139,SIA321,,-166,LHR,Dubai,TJQ,Singapore,A332,ATR 72-600
3553bd93,CTM1018,UAE1KM,,355,MNL,London,,,A332,Airbus A319-132
3552d5b4,EK21,SIA321,,953,IST,Istanbul,MLE,,AT76,Boeing 737-8LJ
35535249,CTM1018,RSD974,,105,CGK,Moscow,MAN,Male,A332,Airbus A330-243
3553cbd8,PG711,LNI126,,-3,IST,Istanbul,MLE,Manchester,T214,Boeing 737-8LJ
3553cbd8,EK21,UAE1KM,,612,VKO,Bangkok,MAN,Sydney,A319,Airbus A380-842
3552d5b4,,FORTE11,,-786,VKO,,MAN,Male,A332,Northrop Grumman RQ-4B Global Hawk
3553b859,PG711,UAE1KM,,-391,HDK,,MAN,,B738,Boeing 737-8LJ
355288a8,SU2139,RSD974,,-161,MNL,Manila,SIN,Moscow,B738,Airbus A319-132
3553b89d,JT126,CTM1018,,-259,LHR,Bangkok,TJQ,Male,A332,ATR 72-600
3553cbd8,RSD974,UAE1KM,,-658,HDK,Bangkok,TJQ,Tanjung Pandan,B738,Boeing 777-312(ER)
354fc50c,PG711,UAE1KM,,539,BKK,Bangkok,SYD,Manchester,T214,Tupolev Tu-214PU
355288a8,PG711,CTM1018,,442,MNL,Kulhudhuffushi,SVO,Tanjung Pandan,AT76,Airbus A319-132
3553a103,EK21,BKP711,,-266,DXB,Manila,SYD,Manchester,B738,Airbus A380-842
355288a8,EK21,SIA321,,-168,CGK,,SYD,,T214,Northrop Grumman RQ-4B Global Hawk
354fc50c,PG711,AFL2139,,-54,DXB,Bangkok,,Male,A319,Boeing 737-8LJ
3553cbd8,CTM1018,UAE1KM,,-419,IST,London,TJQ,Moscow,B738,Airbus A330-203
3552e106,QF6036,AFL2139,,776,LHR,,SVO,Manchester,T214,Boeing 737-8LJ
354fc50c,RSD974,DQA443,,157,BKK,Jakarta,TJQ,Moscow,B738,Airbus A380-842
355288a8,JT126,SIA321,,-640,LHR,Noumea,,Male,A388,Boeing 737-8LJ
3553b859,,BKP711,,-167,,Dubai,MLE,,A332,Boeing 737-8GP
35535249,Q2443,UAE1KM,,-243,IST,Bangkok,SIN,Moscow,A388,Tupolev Tu-214PU
3552d5b4,QF6036,UAE1KM,,274,IST,Jakarta,SIN,Singapore,T214,Northrop Grumman RQ-4B Global Hawk
355288a8,QF6036,UAE1KM,,-96,IST,Noumea,SIN,,B738,Boeing 777-312(ER)
355288a8,PG711,LNI126,,464,IST,Dubai,MLE,Male,AT76,Tupolev Tu-214PU
3553b859,Q2443,UAE1KM,,-296,MNL,London,,,A332,Boeing 737-8LJ
3553a103,CTM1018,QFA6036,,-169,IST,Dubai,SYD,Moscow,B738,Boeing 777-312(ER)
3553a103,SU2139,CTM1018,,-314,CGK,Jakarta,TJQ,Male,B738,Northrop Grumman RQ-4B Global Hawk
35535249,,QFA6036,,-482,LHR,Kulhudhuffushi,MLE,,AT76,Airbus A380-842
3552d5b4,Q2443,FORTE11,,-238,IST,Bangkok,SIN,Manchester,A332,Northrop Grumman RQ-4B Global Hawk
35535249,SU2139,LNI126,,518,DXB,Dubai,,,Q4,Airbus A380-842
3552e106,QF6036,BKP711,,-54,NOU,London,MLE,Male,B738,Airbus A319-132
3553bd93,JT126,UAE1KM,,786,MNL,Bangkok,SYD,,B738,Airbus A330-203
3552e106,RSD974,BKP711,,97,BKK,Manila,SYD,Male,A332,Airbus A319-132
3553b859,RSD974,AFL2139,,99,BKK,Dubai,TJQ,Sydney,A388,Boeing 737-8GP
3553bd93,JT126,RSD974,,164,BKK,Istanbul,,,A388,Tupolev Tu-214PU
3553cbd8,EK21,CTM1018,,-13,LHR,Bangkok,MLE,Singapore,A332,Northrop Grumman RQ-4B Global Hawk
3553b89d,PG711,AFL2139,,213,NOU,Moscow,,Sydney,Q4,Northrop Grumman RQ-4B Global Hawk
3552e106,,UAE1KM,,745,VKO,Jakarta,MLE,Male,Q4,Boeing 737-8GP
354fc50c,SQ321,AFL2139,,387,MNL,Istanbul,,Manchester,AT76,ATR 72-600
355288a8,CTM1018,SIA321,,218,IST,Kulhudhuffushi,TJQ,Manchester,A332,Northrop Grumman RQ-4B Global Hawk
3553bd93,EK21,SIA321,,467,IST,Noumea,SVO,Singapore,AT76,Boeing 777-312(ER)
3553b859,SQ321,RSD974,,-233,VKO,,TJQ,Manchester,Q4,Boeing 737-8LJ
3553cbd8,QF6036,LNI126,,-349,BKK,,SYD,Manchester,AT76,Boeing 777-312(ER)
3553b859,,UAE1KM,,-577,BKK,Manila,MAN,,Q4,Airbus A380-842
355288a8,,AFL2139,,315,HDK,Jakarta,MAN,,A319,Tupolev Tu-214PU
355288a8,CTM1018,SIA321,,-205,,London,MLE,,A332,Airbus A380-842
3552d5b4,RSD974,RSD974,,401,BKK,Jakarta,,Moscow,Q4,Airbus A330-243
355288a8,SU2139,FORTE11,,-683,BKK,Istanbul,MLE,Sydney,A332,Airbus A380-842
3553b859,SU2139,LNI126,,-180,HDK,,SIN,,T214,Airbus A330-203
3553bd93,EK21,AFL2139,,30,,Dubai,,Male,A388,Boeing 737-8LJ
355288a8,,FORTE11,,-79,,Bangkok,,,B77W,Tupolev Tu-214PU
355288a8,JT126,AFL2139,,-155,LHR,Dubai,MAN,Manchester,A332,Northrop Grumman RQ-4B Global Hawk
3552e106,Q2443,RSD974,,-140,LHR,Kulhudhuffushi,MAN,Moscow,A332,Tupolev Tu-214PU
3553a103,CTM1018,UAE1KM,,536,,London,,,A319,Boeing 777-312(ER)
3553a103,PG711,AFL2139,,-594,VKO,Dubai,MAN,Male,A319,Airbus A330-243
3553b859,Q2443,DQA443,,-274,,Istanbul,SYD,Singapore,B738,Airbus A380-842
3552d5b4,QF6036,DQA443,,213,CGK,Dubai,TJQ,Male,B738,Airbus A330-203
3553b89d,EK21,UAE1KM,,-343,,Noumea,MLE,,B738,Airbus A319-132
355288a8,Q2443,LNI126,,-355,LHR,Bangkok,,,B77W,Boeing 737-8LJ
3552d5b4,PG711,RSD974,,801,LHR,Dubai,MLE,Singapore,T214,Boeing 737-8LJ
354fc50c,EK21,BKP711,,661,IST,Dubai,SVO,,A332,Boeing 737-8GP
3553a103,QF6036,RSD974,,-75,MNL,Bangkok,,Male,A332,Airbus A330-243
3553b89d,QF6036,AFL2139,,-189,CGK,Noumea,SIN,Manchester,T214,Airbus A330-243
3553b89d,SQ321,BKP711,,-205,BKK,Bangkok,MLE,Singapore,AT76,ATR 72-600
3552e106,,RSD974,,-440,NOU,Istanbul,MAN,,A388,Northrop Grumman RQ-4B Global Hawk
35535249,PG711,RSD974,,-75,DXB,,,,T214,Northrop Grumman RQ-4B Global Hawk
3553cbd8,SQ321,SIA321,,-572,NOU,Jakarta,SYD,,B77W,Tupolev Tu-214PU
35535249,SU2139,LNI126,,-197,IST,Istanbul,SYD,Male,A319,Northrop Grumman RQ-4B Global Hawk
35535249,CTM1018,FORTE11,,-292,DXB,London,SVO,Male,AT76,Boeing 737-8GP
3553b859,JT126,DQA443,,-124,IST,Jakarta,,,A388,Airbus A319-132
35535249,JT126,RSD974,,888,VKO,Dubai,,,Q4,Boeing 737-8GP
3552e106,CTM1018,CTM1018,,-114,HDK,Dubai,TJQ,Singapore,B738,Airbus A330-203
35535249,EK21,CTM1018,,-84,MNL,Bangkok,SYD,Manchester,A388,Airbus A380-842
3553bd93,RSD974,AFL2139,,772,LHR,,,Manchester,B738,Boeing 737-8LJ
3553a103,QF6036,BKP711,,161,BKK,,SYD,,B77W,Boeing 737-8LJ
354fc50c,SQ321,FORTE11,,-290,IST,Dubai,,Singapore,B77W,Airbus A330-203
355288a8,SQ321,UAE1KM,,48,BKK,Istanbul,MAN,,A388,Northrop Grumman RQ-4B Global Hawk
3553b89d,Q2443,UAE1KM,,356,NOU,London,MAN,,Q4,Northrop Grumman RQ-4B Global Hawk
354fc50c,JT126,LNI126,,-76,BKK,Bangkok,TJQ,Sydney,B77W,Boeing 737-8LJ
3553bd93,SQ321,RSD974,,9,VKO,Istanbul,MLE,,T214,Boeing 777-312(ER)
3553b859,QF6036,CTM1018,,217,HDK,Moscow,TJQ,Male,A388,ATR 72-600
3553cbd8,Q2443,AFL2139,,-317,BKK,Moscow,TJQ,Manchester,Q4,Boeing 777-312(ER)
3552e106,EK21,AFL2139,,533,HDK,Jakarta,SIN,Male,B738,Boeing 737-8LJ
3553b859,SU2139,BKP711,,-223,,Istanbul,MLE,,B738,Airbus A330-243
3553b89d,JT126,CTM1018,,285,MNL,Istanbul,TJQ,Male,B738,Northrop Grumman RQ-4B Global Hawk
3553cbd8,SU2139,FORTE11,,-453,IST,Jakarta,,Manchester,B738,Airbus A330-203
3553a103,CTM1018,UAE1KM,,-245,CGK,Istanbul,,Moscow,A388,Airbus A380-842
3553b89d,PG711,FORTE11,,258,,Dubai,TJQ,,A319,ATR 72-600
354fc50c,SQ321,DQA443,,397,LHR,Bangkok,MLE,,A319,Boeing 737-8LJ
3553b859,EK21,UAE1KM,,-217,MNL,London,MLE,,T214,Airbus A380-842
35535249,SQ321,QFA6036,,-332,NOU,Kulhudhuffushi,,,A332,Airbus A330-203
3553b89d,SQ321,LNI126,,-357,DXB,Kulhudhuffushi,SIN,Moscow,A319,Airbus A319-132
355288a8,EK21,QFA6036,,-316,IST,Moscow,SIN,,B738,Boeing 777-312(ER)
3552d5b4,,AFL2139,,69,MNL,Jakarta,MLE,Manchester,T214,Boeing 737-8GP
355288a8,EK21,BKP711,,-356,,Jakarta,,,A319,Airbus A380-842
3552e106,JT126,FORTE11,,-136,DXB,Istanbul,MAN,Manchester,A319,Airbus A380-842
3553b89d,EK21,SIA321,,59,CGK,Jakarta,,,B738,Boeing 777-312(ER)
354fc50c,,LNI126,,441,BKK,Manila,MLE,,Q4,Airbus A319-132
355288a8,,LNI126,,-127,LHR,Manila,TJQ,,B738,Airbus A319-132
3552d5b4,EK21,SIA321,,-361,CGK,Istanbul,SIN,Singapore,B77W,Airbus A330-243
3553cbd8,JT126,CTM1018,,-741,IST,Kulhudhuffushi,,Male,T214,Airbus A380-842
3553a103,JT126,SIA321,,116,LHR,,SYD,Sydney,A319,Airbus A319-132
35535249,RSD974,UAE1KM,,-128,,Istanbul,SVO,,Q4,Airbus A330-203
3553b859,EK21,CTM1018,,794,NOU,London,,Manchester,A332,Northrop Grumman RQ-4B Global Hawk
3552e106,SU2139,AFL2139,,647,MNL,Manila,,Sydney,B738,Boeing 737-8LJ
3553a103,CTM1018,FORTE11,,-178,LHR,London,,,A332,Boeing 737-8LJ
3553cbd8,Q2443,QFA6036,,608,DXB,Noumea,TJQ,Manchester,A332,Airbus A330-243
3553bd93,,QFA6036,,190,VKO,London,,,B738,Airbus A319-132
3553b89d,,AFL2139,,-591,HDK,Noumea,TJQ,Manchester,Q4,ATR 72-600
3553b89d,EK21,QFA6036,,-201,CGK,Jakarta,,,A319,Airbus A380-842
355288a8,,UAE1KM,,-367,,,MLE,Sydney,B77W,Northrop Grumman RQ-4B Global Hawk
355288a8,Q2443,CTM1018,,-241,,Dubai,MLE,Male,A319,Airbus A330-243
3552d5b4,CTM1018,LNI126,,-433,LHR,Manila,TJQ,Tanjung Pandan,B77W,Airbus A319-132
354fc50c,CTM1018,UAE1KM,,70,,Bangkok,SIN,Tanjung Pandan,Q4,Airbus A330-203
3553bd93,RSD974,DQA443,,-110,DXB,Moscow,SVO,,Q4,ATR 72-600
355288a8,QF6036,DQA443,,-494,IST,Istanbul,MLE,Singapore,B738,Boeing 737-8GP
3552e106,Q2443,UAE1KM,,-166,CGK,Kulhudhuffushi,,Singapore,B738,Boeing 777-312(ER)
354fc50c,PG711,DQA443,,-60,BKK,Jakarta,SIN,Tanjung Pandan,A319,Northrop Grumman RQ-4B Global Hawk
3552d5b4,SQ321,CTM1018,,-381,CGK,Manila,MLE,Male,A332,Airbus A330-243
355288a8,QF6036,BKP711,,-742,CGK,Kulhudhuffushi,,,AT76,Airbus A380-842
3553b859,JT126,AFL2139,,-735,LHR,London,MLE,Manchester,B77W,Northrop Grumman RQ-4B Global Hawk
355288a8,QF6036,QFA6036,,-104,HDK,London,MLE,,A388,ATR 72-600
3552e106,Q2443,LNI126,,679,LHR,Noumea,MAN,Male,B738,Tupolev Tu-214PU
355288a8,CTM1018,LNI126,,-64,MNL,Bangkok,,,Q4,Airbus A319-132
3552e106,JT126,AFL2139,,1378,IST,Kulhudhuffushi,TJQ,,AT76,Airbus A330-243
3553a103,QF6036,FORTE11,,276,BKK,,SIN,Singapore,A388,Boeing 737-8LJ
35535249,SQ321,SIA321,,961,BKK,Jakarta,MLE,Tanjung Pandan,B738,Boeing 737-8GP
3553cbd8,SU2139,AFL2139,,379,LHR,Dubai,SVO,Singapore,A388,Boeing 737-8GP
3552d5b4,SU2139,UAE1KM,,-12,VKO,Manila,SIN,Tanjung Pandan,B738,Boeing 737-8LJ
3553b859,SU2139,LNI126,,122,IST,Jakarta,,Male,A332,Boeing 737-8LJ
354fc50c,SU2139,QFA6036,,413,NOU,Istanbul,,Singapore,B738,Northrop Grumman RQ-4B Global Hawk
3552d5b4,EK21,SIA321,,1011,MNL,Dubai,MLE,,B738,Boeing 737-8GP
3553bd93,,UAE1KM,,320,CGK,London,TJQ,Moscow,B738,Airbus A330-243
3553bd93,JT126,BKP711,,-539,IST,,MAN,Moscow,B738,Tupolev Tu-214PU
3553b859,RSD974,SIA321,,-363,DXB,,TJQ,Moscow,B738,Airbus A330-243
3553cbd8,SQ321,RSD974,,518,MNL,,SYD,,B77W,Boeing 737-8LJ
3552d5b4,RSD974,LNI126,,-252,NOU,Manila,SVO,Manchester,B77W,Tupolev Tu-214PU
3552d5b4,QF6036,CTM1018,,-173,MNL,Istanbul,,,A332,Airbus A330-243
3552e106,EK21,AFL2139,,-318,BKK,Istanbul,MLE,,AT76,Boeing 737-8LJ
3553b89d,PG711,RSD974,,909,CGK,Moscow,MAN,Male,B738,ATR 72-600
3553b859,,DQA443,,344,NOU,Jakarta,,,B738,Tupolev Tu-214PU
3553b859,Q2443,QFA6036,,322,BKK,Bangkok,,Singapore,A319,Airbus A380-842
355288a8,Q2443,DQA443,,-569,VKO,Manila,MLE,,B738,Boeing 737-8GP
3553a103,,DQA443,,564,IST,Bangkok,,Moscow,B738,Tupolev Tu-214PU
3553b89d,RSD974,UAE1KM,,86,BKK,Moscow,,Male,AT76,Airbus A330-203
3553b859,SU2139,LNI126,,-204,MNL,Jakarta,SVO,Manchester,A388,Northrop Grumman RQ-4B Global Hawk
3553bd93,PG711,SIA321,,-201,HDK,Noumea,,Moscow,A332,Airbus A380-842
355288a8,Q2443,CTM1018,,80,,Istanbul,MLE,Manchester,AT76,Boeing 737-8GP
354fc50c,RSD974,UAE1KM,,-591,IST,Bangkok,,,B77W,Boeing 737-8GP
3553b89d,JT126,QFA6036,,294,NOU,Istanbul,MLE,Male,A388,Boeing 737-8GP
3552d5b4,EK21,CTM1018,,-636,IST,Manila,SYD,Manchester,AT76,Airbus A330-203
3553cbd8,JT126,SIA321,,132,HDK,Dubai,SVO,Male,A332,Boeing 737-8LJ
3553cbd8,CTM1018,CTM1018,,-616,NOU,Noumea,,Male,B738,Airbus A319-132
3553b859,EK21,BKP711,,-25,HDK,Dubai,SVO,Male,T214,ATR 72-600
3553cbd8,SU2139,QFA6036,,-368,MNL,Kulhudhuffushi,SYD,,A388,Airbus A319-132
3553cbd8,EK21,FORTE11,,1059,MNL,Manila,TJQ,Singapore,A332,Airbus A330-203
3553a103,Q2443,SIA321,,-169,CGK,Jakarta,MLE,,A332,Boeing 737-8LJ
354fc50c,SU2139,CTM1018,,-46,BKK,Manila,,Sydney,B738,Airbus A380-842
3553bd93,RSD974,AFL2139,,219,BKK,Kulhudhuffushi,MLE,Singapore,AT76,Tupolev Tu-214PU
3553b859,Q2443,FORTE11,,149,MNL,Bangkok,MLE,,A332,Airbus A330-203
35535249,RSD974,BKP711,,402,MNL,Kulhudhuffushi,MLE,Tanjung Pandan,A319,Airbus A330-243
3552e106,Q2443,SIA321,,-363,LHR,Moscow,SYD,,A388,Boeing 777-312(ER)
355288a8,Q2443,RSD974,,769,LHR,Moscow,,Tanjung Pandan,B738,Airbus A330-203
3552e106,CTM1018,LNI126,,595,BKK,Noumea,TJQ,Manchester,T214,Boeing 737-8LJ
3553b89d,SU2139,BKP711,,-603,MNL,Bangkok,SYD,Sydney,AT76,Boeing 737-8GP
3553b89d,CTM1018,UAE1KM,,-125,HDK,Kulhudhuffushi,SIN,,B77W,Boeing 737-8LJ
